-41,0,-56,0,YES
-42,0,-56,0,YES
-42,0,-56,0,YES
-42,0,-56,0,YES
-42,0,-56,0,YES
-42,0,-56,0,YES
-42,0,-56,-1,YES
-42,-5,-56,-3,YES
-42,0,-56,-3,YES
-42,0,-56,0,YES
-42,-2,-56,0,YES
-42,0,-56,0,YES
-42,0,-56,0,YES
-42,0,-56,0,YES
-42,0,-56,0,YES
-42,0,-56,0,YES
-42,0,-56,0,YES
-42,0,-56,0,YES
-42,0,-56,0,YES
-42,0,-56,0,YES
-42,0,-56,0,YES
-42,0,-56,0,YES
-42,0,-56,0,YES
-42,0,-56,0,YES
-42,0,-56,0,YES
-42,0,-56,0,YES
-42,0,-56,0,YES
-42,0,-56,0,YES
-42,0,-56,0,YES
-42,0,-56,0,YES
-42,0,-56,0,YES
-42,0,-54,0,YES
-43,0,-54,0,YES
-43,0,-54,0,YES
-43,0,-54,0,YES
-43,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,-3,YES
-44,0,-55,-1,YES
-44,0,-55,0,YES
-44,0,-55,-4,YES
-44,0,-55,-4,YES
-44,-3,-55,-1,YES
-44,-2,-55,-1,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,-2,YES
-44,-1,-55,-3,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,-2,YES
-44,0,-55,0,YES
-44,0,-55,-5,YES
-44,-2,-55,-7,YES
-44,0,-55,-7,YES
-44,0,-55,-7,YES
-44,0,-55,-3,YES
-44,0,-55,-1,YES
-44,0,-55,-1,YES
-44,0,-55,-8,YES
-44,0,-55,-8,YES
-44,0,-55,-1,YES
-44,0,-55,-2,YES
-44,0,-55,-2,YES
-44,0,-55,-4,YES
-44,0,-55,-8,YES
-44,-1,-55,-5,YES
-44,0,-55,-8,YES
-44,0,-55,-13,YES
-44,0,-55,-15,YES
-44,0,-55,-11,YES
-44,0,-55,-5,YES
-44,-1,-55,-3,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,2,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,-1,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,0,-55,0,YES
-44,-7,-55,-9,YES
